,open,high,low,close,volume,ticker
2021-06-21 13:30:00,130.75,130.8300018310547,130.75,130.8000030517578,2103546.0,AAPL
2021-06-21 13:31:00,130.8000030517578,130.8000030517578,130.33999633789062,130.33999633789062,376154.0,AAPL
2021-06-21 13:32:00,130.3300018310547,130.3699951171875,130.0399932861328,130.0399932861328,449040.0,AAPL
2021-06-21 13:33:00,130.0500030517578,130.11000061035156,129.83999633789062,129.97999572753906,629379.0,AAPL
2021-06-21 13:34:00,129.97999572753906,130.0,129.7899932861328,129.82000732421875,389515.0,AAPL
2021-06-21 13:35:00,129.8300018310547,129.9499969482422,129.5800018310547,129.82000732421875,547967.0,AAPL
2021-06-21 13:36:00,129.8249969482422,129.8300018310547,129.6300048828125,129.63009643554688,403005.0,AAPL
2021-06-21 13:37:00,129.63270568847656,129.74000549316406,129.3699951171875,129.47000122070312,451001.0,AAPL
2021-06-21 13:38:00,129.4600067138672,129.47500610351562,129.27999877929688,129.29299926757812,365174.0,AAPL
2021-06-21 13:39:00,129.2899932861328,129.49000549316406,129.2100067138672,129.47900390625,347431.0,AAPL
2021-06-21 13:40:00,129.47500610351562,129.49420166015625,129.33999633789062,129.39999389648438,491941.0,AAPL
2021-06-21 13:41:00,129.4149932861328,129.48899841308594,129.23500061035156,129.4550018310547,371623.0,AAPL
2021-06-21 13:42:00,129.4499969482422,129.61000061035156,129.3800048828125,129.55999755859375,325209.0,AAPL
2021-06-21 13:43:00,129.5507049560547,129.73500061035156,129.5399932861328,129.72689819335938,355898.0,AAPL
2021-06-21 13:44:00,129.72000122070312,129.91000366210938,129.69009399414062,129.875,349301.0,AAPL
2021-06-21 13:45:00,129.87899780273438,129.8800048828125,129.6999969482422,129.6999969482422,366562.0,AAPL
2021-06-21 13:46:00,129.69000244140625,129.69000244140625,129.39999389648438,129.4499969482422,362417.0,AAPL
2021-06-21 13:47:00,129.4499969482422,129.4499969482422,129.30999755859375,129.375,290654.0,AAPL
2021-06-21 13:48:00,129.3699951171875,129.5800018310547,129.35000610351562,129.5749969482422,308957.0,AAPL
2021-06-21 13:49:00,129.5800018310547,129.64999389648438,129.49000549316406,129.63209533691406,262611.0,AAPL
2021-06-21 13:50:00,129.63999938964844,129.69000244140625,129.50999450683594,129.55499267578125,277019.0,AAPL
2021-06-21 13:51:00,129.5500946044922,129.7100067138672,129.5500030517578,129.64999389648438,242250.0,AAPL
2021-06-21 13:52:00,129.63999938964844,129.74000549316406,129.6199951171875,129.73899841308594,208055.0,AAPL
2021-06-21 13:53:00,129.72999572753906,129.83999633789062,129.67999267578125,129.8000030517578,222703.0,AAPL
2021-06-21 13:54:00,129.80499267578125,130.02000427246094,129.7198944091797,130.0,400783.0,AAPL
2021-06-21 13:55:00,130.02000427246094,130.1199951171875,130.0,130.0749969482422,344388.0,AAPL
2021-06-21 13:56:00,130.07009887695312,130.1011962890625,129.99000549316406,129.9949951171875,259446.0,AAPL
2021-06-21 13:57:00,129.99000549316406,130.1999969482422,129.97999572753906,130.1750030517578,262628.0,AAPL
2021-06-21 13:58:00,130.1750030517578,130.44000244140625,130.1649932861328,130.4199981689453,561926.0,AAPL
2021-06-21 13:59:00,130.4199981689453,130.48500061035156,130.32000732421875,130.40499877929688,245065.0,AAPL
2021-06-21 14:00:00,130.41000366210938,130.48500061035156,130.3000030517578,130.47500610351562,277154.0,AAPL
2021-06-21 14:01:00,130.47500610351562,130.49000549316406,130.27000427246094,130.3300018310547,236727.0,AAPL
2021-06-21 14:02:00,130.3350067138672,130.5,130.25999450683594,130.45889282226562,326554.0,AAPL
2021-06-21 14:03:00,130.4550018310547,130.50999450683594,130.3300018310547,130.42019653320312,342765.0,AAPL
2021-06-21 14:04:00,130.4250030517578,130.44000244140625,130.32000732421875,130.3350067138672,167538.0,AAPL
2021-06-21 14:05:00,130.3350067138672,130.39599609375,130.2949981689453,130.36500549316406,202557.0,AAPL
2021-06-21 14:06:00,130.36500549316406,130.5399932861328,130.35000610351562,130.49000549316406,326200.0,AAPL
2021-06-21 14:07:00,130.49020385742188,130.60000610351562,130.47000122070312,130.57000732421875,378708.0,AAPL
2021-06-21 14:08:00,130.56500244140625,130.77000427246094,130.5500030517578,130.69000244140625,248740.0,AAPL
2021-06-21 14:09:00,130.68209838867188,130.72500610351562,130.58999633789062,130.6750030517578,233863.0,AAPL
2021-06-21 14:10:00,130.6699981689453,130.72000122070312,130.63999938964844,130.69500732421875,167948.0,AAPL
2021-06-21 14:11:00,130.69000244140625,130.6999053955078,130.4799041748047,130.49000549316406,264429.0,AAPL
2021-06-21 14:12:00,130.47999572753906,130.5782012939453,130.35000610351562,130.3800048828125,292510.0,AAPL
2021-06-21 14:13:00,130.375,130.389892578125,130.27000427246094,130.3800048828125,294009.0,AAPL
2021-06-21 14:14:00,130.375,130.47999572753906,130.30999755859375,130.4799041748047,256169.0,AAPL
2021-06-21 14:15:00,130.47410583496094,130.5500030517578,130.39999389648438,130.44000244140625,254008.0,AAPL
2021-06-21 14:16:00,130.43499755859375,130.55999755859375,130.36500549316406,130.51499938964844,272694.0,AAPL
2021-06-21 14:17:00,130.50999450683594,130.57000732421875,130.4149932861328,130.47999572753906,278475.0,AAPL
2021-06-21 14:18:00,130.47500610351562,130.59970092773438,130.3699951171875,130.3800048828125,250006.0,AAPL
2021-06-21 14:19:00,130.3867950439453,130.4499969482422,130.3000030517578,130.30999755859375,165957.0,AAPL
2021-06-21 14:20:00,130.30999755859375,130.33990478515625,130.22999572753906,130.25210571289062,213662.0,AAPL
2021-06-21 14:21:00,130.25999450683594,130.33999633789062,130.1699981689453,130.3300018310547,203526.0,AAPL
2021-06-21 14:22:00,130.3300018310547,130.38999938964844,130.22000122070312,130.3531951904297,167868.0,AAPL
2021-06-21 14:23:00,130.3509979248047,130.41000366210938,130.3000030517578,130.38999938964844,184002.0,AAPL
2021-06-21 14:24:00,130.38999938964844,130.4691925048828,130.36000061035156,130.3699951171875,176396.0,AAPL
2021-06-21 14:25:00,130.3699951171875,130.49000549316406,130.35499572753906,130.4700927734375,161911.0,AAPL
2021-06-21 14:26:00,130.47999572753906,130.6699981689453,130.4600067138672,130.6300048828125,285403.0,AAPL
2021-06-21 14:27:00,130.6385955810547,130.6999969482422,130.6385955810547,130.68699645996094,146215.0,AAPL
2021-06-21 14:28:00,130.69000244140625,130.75,130.6199951171875,130.72500610351562,225479.0,AAPL
2021-06-21 14:29:00,130.72500610351562,130.77999877929688,130.6300048828125,130.75999450683594,246023.0,AAPL
2021-06-21 14:30:00,130.75999450683594,130.80999755859375,130.6999969482422,130.7949981689453,166181.0,AAPL
2021-06-21 14:31:00,130.7899932861328,130.88999938964844,130.7899932861328,130.875,242850.0,AAPL
