,Unnamed: 0,open,high,low,close,volume
46,2015-01-02 09:16:00,206.165,206.17,205.99,206.0,206937.0
47,2015-01-02 09:17:00,206.0001,206.0001,205.83,205.88,271865.0
48,2015-01-02 09:18:00,205.885,205.99,205.86,205.97,209129.0
49,2015-01-02 09:19:00,205.9743,206.015,205.86,205.86,405927.0
50,2015-01-02 09:20:00,205.87,205.92,205.81,205.92,164273.0
51,2015-01-02 09:21:00,205.92,205.96,205.9,205.9,139670.0
52,2015-01-02 09:22:00,205.9,205.92,205.84,205.87,186369.0
53,2015-01-02 09:23:00,205.87,205.92,205.79,205.87,292447.0
54,2015-01-02 09:24:00,205.86,205.9,205.82,205.88,151434.0
55,2015-01-02 09:25:00,205.88,206.0,205.88,205.9301,374768.0
56,2015-01-02 09:26:00,205.94,205.97,205.9,205.94,386572.0
57,2015-01-02 09:27:00,205.935,206.04,205.89,206.02,266656.0
58,2015-01-02 09:28:00,206.03,206.05,205.99,206.03,138361.0
59,2015-01-02 09:29:00,206.04,206.1,206.01,206.05,200682.0
60,2015-01-02 09:30:00,206.05,206.06,205.91,206.05,291918.0
61,2015-01-02 09:31:00,206.04,206.04,205.87,205.88,237933.0
62,2015-01-02 09:32:00,205.89,205.9,205.75,205.75,277353.0
63,2015-01-02 09:33:00,205.75,205.85,205.67,205.71,417449.0
64,2015-01-02 09:34:00,205.72,205.77,205.685,205.72,292796.0
65,2015-01-02 09:35:00,205.72,205.74,205.64,205.705,442919.0
66,2015-01-02 09:36:00,205.7,205.7,205.55,205.57,464436.0
67,2015-01-02 09:37:00,205.56,205.58,205.44,205.491,449844.0
68,2015-01-02 09:38:00,205.495,205.5,205.38,205.42,845370.0
69,2015-01-02 09:39:00,205.41,205.45,205.24,205.26,644382.0
70,2015-01-02 09:40:00,205.27,205.305,205.12,205.155,660856.0
71,2015-01-02 09:41:00,205.15,205.26,205.13,205.23,845096.0
72,2015-01-02 09:42:00,205.23,205.25,204.965,205.04,727777.0
73,2015-01-02 09:43:00,205.035,205.07,204.87,204.96,705328.0
74,2015-01-02 09:44:00,204.95,204.99,204.83,204.97,815448.0
75,2015-01-02 09:45:00,204.97,205.12,204.96,205.105,358796.0
76,2015-01-02 09:46:00,205.11,205.22,205.04,205.18,483043.0
77,2015-01-02 09:47:00,205.19,205.22,205.14,205.16,294205.0
78,2015-01-02 09:48:00,205.16,205.1825,205.05,205.13,229269.0
79,2015-01-02 09:49:00,205.13,205.24,205.12,205.19,274927.0
80,2015-01-02 09:50:00,205.18,205.18,205.04,205.08,196967.0
81,2015-01-02 09:51:00,205.085,205.12,205.03,205.061,137783.0
82,2015-01-02 09:52:00,205.06,205.1,205.01,205.05,207147.0
83,2015-01-02 09:53:00,205.05,205.17,205.05,205.161,171094.0
84,2015-01-02 09:54:00,205.16,205.24,205.12,205.215,291744.0
85,2015-01-02 09:55:00,205.21,205.35,205.1901,205.33,477860.0
86,2015-01-02 09:56:00,205.32,205.436,205.3,205.435,303417.0
87,2015-01-02 09:57:00,205.43,205.44,205.26,205.34,235489.0
88,2015-01-02 09:58:00,205.34,205.38,205.29,205.32,202507.0
89,2015-01-02 09:59:00,205.31,205.3367,205.23,205.23,212113.0
90,2015-01-02 10:00:00,205.24,205.31,204.97,204.99,540592.0
91,2015-01-02 10:01:00,205.0,205.09,204.985,205.02,232182.0
92,2015-01-02 10:02:00,205.01,205.08,205.0,205.0472,224946.0
93,2015-01-02 10:03:00,205.05,205.11,205.03,205.03,175562.0
94,2015-01-02 10:04:00,205.03,205.04,204.9,204.96,354962.0
95,2015-01-02 10:05:00,204.97,204.9999,204.91,204.98,187553.0
96,2015-01-02 10:06:00,204.98,205.04,204.96,204.97,132156.0
97,2015-01-02 10:07:00,204.97,205.01,204.83,204.88,296873.0
98,2015-01-02 10:08:00,204.885,204.94,204.86,204.88,298254.0
99,2015-01-02 10:09:00,204.87,205.0,204.87,204.9601,201600.0
100,2015-01-02 10:10:00,204.97,204.98,204.62,204.71,874725.0
101,2015-01-02 10:11:00,204.71,204.8,204.65,204.66,401548.0
102,2015-01-02 10:12:00,204.66,204.71,204.61,204.65,463423.0
103,2015-01-02 10:13:00,204.65,204.66,204.47,204.59,517791.0
104,2015-01-02 10:14:00,204.58,204.69,204.55,204.68,433085.0
105,2015-01-02 10:15:00,204.68,204.8199,204.68,204.81,357299.0
106,2015-01-02 10:16:00,204.8,204.83,204.6701,204.715,235370.0
107,2015-01-02 10:17:00,204.71,204.74,204.62,204.71,173510.0
108,2015-01-02 10:18:00,204.71,204.78,204.7,204.76,131502.0
109,2015-01-02 10:19:00,204.76,204.775,204.66,204.69,281629.0
110,2015-01-02 10:20:00,204.695,204.695,204.55,204.65,256846.0
111,2015-01-02 10:21:00,204.66,204.68,204.52,204.57,190347.0
112,2015-01-02 10:22:00,204.579,204.64,204.57,204.63,159471.0
113,2015-01-02 10:23:00,204.63,204.78,204.63,204.78,238177.0
114,2015-01-02 10:24:00,204.776,204.88,204.75,204.79,342853.0
115,2015-01-02 10:25:00,204.79,204.97,204.79,204.92,324207.0
116,2015-01-02 10:26:00,204.92,204.99,204.88,204.92,348609.0
117,2015-01-02 10:27:00,204.91,204.95,204.85,204.92,273762.0
118,2015-01-02 10:28:00,204.925,205.07,204.925,205.03,479324.0
119,2015-01-02 10:29:00,205.03,205.0546,204.92,204.98,268276.0
120,2015-01-02 10:30:00,204.98,205.13,204.98,205.1,311969.0
121,2015-01-02 10:31:00,205.11,205.11,205.03,205.1,199389.0
122,2015-01-02 10:32:00,205.1,205.11,205.03,205.07,120685.0
123,2015-01-02 10:33:00,205.07,205.13,205.01,205.04,260021.0
124,2015-01-02 10:34:00,205.04,205.13,205.02,205.09,165365.0
125,2015-01-02 10:35:00,205.09,205.15,205.081,205.1075,101563.0
126,2015-01-02 10:36:00,205.1,205.11,204.96,205.0,232898.0
127,2015-01-02 10:37:00,205.01,205.03,204.85,204.85,222092.0
128,2015-01-02 10:38:00,204.86,204.98,204.85,204.92,193190.0
129,2015-01-02 10:39:00,204.91,205.0,204.89,204.89,156347.0
130,2015-01-02 10:40:00,204.895,204.96,204.88,204.95,103625.0
131,2015-01-02 10:41:00,204.95,205.01,204.92,204.96,66611.0
132,2015-01-02 10:42:00,204.96,204.97,204.78,204.85,308399.0
133,2015-01-02 10:43:00,204.85,204.85,204.739,204.77,163395.0
134,2015-01-02 10:44:00,204.76,204.76,204.67,204.7,204550.0
135,2015-01-02 10:45:00,204.69,204.78,204.678,204.73,139494.0
136,2015-01-02 10:46:00,204.74,204.82,204.71,204.81,210972.0
137,2015-01-02 10:47:00,204.82,204.93,204.7925,204.9,169078.0
138,2015-01-02 10:48:00,204.9,204.94,204.85,204.86,180158.0
139,2015-01-02 10:49:00,204.851,204.88,204.835,204.865,87678.0
140,2015-01-02 10:50:00,204.86,204.88,204.71,204.76,170378.0
141,2015-01-02 10:51:00,204.76,204.78,204.66,204.74,167625.0
142,2015-01-02 10:52:00,204.73,204.76,204.68,204.71,247824.0
143,2015-01-02 10:53:00,204.71,204.88,204.71,204.86,180838.0
144,2015-01-02 10:54:00,204.85,204.95,204.82,204.94,133799.0
145,2015-01-02 10:55:00,204.95,204.97,204.87,204.88,209182.0
146,2015-01-02 10:56:00,204.89,204.96,204.89,204.95,93031.0
147,2015-01-02 10:57:00,204.95,205.04,204.9,205.03,177413.0
148,2015-01-02 10:58:00,205.035,205.04,204.93,204.98,156266.0
149,2015-01-02 10:59:00,204.975,204.98,204.92,204.96,119430.0
150,2015-01-02 11:00:00,204.95,204.98,204.875,204.94,167905.0
151,2015-01-02 11:01:00,204.945,204.96,204.89,204.92,68198.0
152,2015-01-02 11:02:00,204.925,205.12,204.925,205.102,274653.0
153,2015-01-02 11:03:00,205.11,205.2,205.1,205.155,442071.0
154,2015-01-02 11:04:00,205.15,205.16,205.12,205.1366,103990.0
155,2015-01-02 11:05:00,205.14,205.23,205.11,205.21,89781.0
156,2015-01-02 11:06:00,205.2,205.25,205.19,205.22,425842.0
157,2015-01-02 11:07:00,205.23,205.25,205.19,205.23,228711.0
158,2015-01-02 11:08:00,205.23,205.4,205.23,205.28,355389.0
159,2015-01-02 11:09:00,205.28,205.33,205.27,205.308,255780.0
160,2015-01-02 11:10:00,205.31,205.35,205.275,205.295,198955.0
161,2015-01-02 11:11:00,205.2901,205.35,205.29,205.325,129265.0
162,2015-01-02 11:12:00,205.325,205.33,205.23,205.24,187483.0
163,2015-01-02 11:13:00,205.24,205.29,205.185,205.279,231885.0
164,2015-01-02 11:14:00,205.28,205.29,205.2,205.21,106619.0
165,2015-01-02 11:15:00,205.21,205.22,205.09,205.09,182356.0
166,2015-01-02 11:16:00,205.1,205.16,205.07,205.07,179376.0
167,2015-01-02 11:17:00,205.08,205.12,205.02,205.02,192577.0
168,2015-01-02 11:18:00,205.02,205.12,205.02,205.1,184295.0
169,2015-01-02 11:19:00,205.11,205.17,205.08,205.14,154091.0
170,2015-01-02 11:20:00,205.14,205.16,205.08,205.15,186127.0
171,2015-01-02 11:21:00,205.15,205.1699,205.12,205.147,113665.0
172,2015-01-02 11:22:00,205.1498,205.1498,205.11,205.13,55833.0
173,2015-01-02 11:23:00,205.14,205.16,205.1,205.12,103914.0
174,2015-01-02 11:24:00,205.1299,205.17,205.1,205.1201,95037.0
175,2015-01-02 11:25:00,205.13,205.21,205.09,205.2,137613.0
176,2015-01-02 11:26:00,205.2,205.2,205.09,205.13,163392.0
177,2015-01-02 11:27:00,205.13,205.14,205.05,205.11,100985.0
178,2015-01-02 11:28:00,205.11,205.12,205.05,205.07,74776.0
179,2015-01-02 11:29:00,205.07,205.12,204.97,205.11,264102.0
180,2015-01-02 11:30:00,205.11,205.12,205.0,205.03,124108.0
181,2015-01-02 11:31:00,205.02,205.11,205.02,205.08,76877.0
182,2015-01-02 11:32:00,205.0881,205.205,205.08,205.16,190351.0
183,2015-01-02 11:33:00,205.15,205.29,205.15,205.22,289215.0
184,2015-01-02 11:34:00,205.21,205.225,205.17,205.18,85408.0
185,2015-01-02 11:35:00,205.175,205.22,205.165,205.205,133429.0
186,2015-01-02 11:36:00,205.21,205.21,205.07,205.15,165596.0
187,2015-01-02 11:37:00,205.15,205.16,205.1,205.1257,102662.0
188,2015-01-02 11:38:00,205.1299,205.18,205.11,205.17,60365.0
189,2015-01-02 11:39:00,205.17,205.3,205.17,205.2663,347836.0
190,2015-01-02 11:40:00,205.27,205.31,205.22,205.2557,160407.0
191,2015-01-02 11:41:00,205.25,205.26,205.185,205.21,89354.0
192,2015-01-02 11:42:00,205.21,205.23,205.17,205.21,109005.0
193,2015-01-02 11:43:00,205.21,205.21,205.115,205.15,147029.0
194,2015-01-02 11:44:00,205.15,205.15,205.0801,205.1,104791.0
195,2015-01-02 11:45:00,205.095,205.1,205.05,205.08,202829.0
196,2015-01-02 11:46:00,205.085,205.11,205.03,205.0357,120590.0
197,2015-01-02 11:47:00,205.04,205.09,205.01,205.07,81166.0
198,2015-01-02 11:48:00,205.0743,205.08,204.77,204.85,274006.0
199,2015-01-02 11:49:00,204.86,204.92,204.79,204.79,194773.0
200,2015-01-02 11:50:00,204.795,204.83,204.75,204.81,208875.0
201,2015-01-02 11:51:00,204.81,204.85,204.79,204.8301,87746.0
202,2015-01-02 11:52:00,204.84,204.925,204.835,204.9,105408.0
203,2015-01-02 11:53:00,204.9,204.96,204.9,204.93,90274.0
204,2015-01-02 11:54:00,204.92,204.94,204.87,204.94,51427.0
205,2015-01-02 11:55:00,204.931,204.98,204.92,204.96,31939.0
206,2015-01-02 11:56:00,204.9501,205.04,204.9301,205.025,116174.0
207,2015-01-02 11:57:00,205.025,205.035,204.89,204.89,110357.0
208,2015-01-02 11:58:00,204.89,204.91,204.82,204.85,58808.0
209,2015-01-02 11:59:00,204.84,204.84,204.785,204.825,111734.0
210,2015-01-02 12:00:00,204.83,204.87,204.81,204.86,121426.0
211,2015-01-02 12:01:00,204.85,204.86,204.81,204.85,67773.0
212,2015-01-02 12:02:00,204.85,204.92,204.849,204.91,100551.0
213,2015-01-02 12:03:00,204.91,204.91,204.87,204.88,43785.0
214,2015-01-02 12:04:00,204.88,204.93,204.87,204.9,74634.0
215,2015-01-02 12:05:00,204.9,204.94,204.89,204.9,42437.0
216,2015-01-02 12:06:00,204.89,204.91,204.88,204.9,39414.0
217,2015-01-02 12:07:00,204.9,204.95,204.89,204.94,73308.0
218,2015-01-02 12:08:00,204.95,205.0,204.845,204.87,94173.0
219,2015-01-02 12:09:00,204.8636,204.87,204.82,204.84,71902.0
220,2015-01-02 12:10:00,204.84,204.87,204.825,204.865,36984.0
221,2015-01-02 12:11:00,204.855,204.855,204.7801,204.82,39659.0
222,2015-01-02 12:12:00,204.81,204.82,204.73,204.73,71754.0
223,2015-01-02 12:13:00,204.73,204.75,204.7,204.75,73671.0
224,2015-01-02 12:14:00,204.75,204.76,204.71,204.72,73683.0
225,2015-01-02 12:15:00,204.71,204.76,204.68,204.73,88857.0
226,2015-01-02 12:16:00,204.73,204.74,204.7,204.7299,105156.0
227,2015-01-02 12:17:00,204.7276,204.81,204.72,204.79,214835.0
228,2015-01-02 12:18:00,204.79,204.82,204.725,204.73,115286.0
229,2015-01-02 12:19:00,204.73,204.745,204.695,204.72,100915.0
230,2015-01-02 12:20:00,204.715,204.77,204.71,204.757,182447.0
231,2015-01-02 12:21:00,204.76,204.775,204.73,204.73,123760.0
232,2015-01-02 12:22:00,204.73,204.79,204.73,204.79,35904.0
233,2015-01-02 12:23:00,204.78,204.87,204.7601,204.87,94131.0
234,2015-01-02 12:24:00,204.86,204.92,204.841,204.89,145189.0
235,2015-01-02 12:25:00,204.89,204.93,204.825,204.85,83408.0
236,2015-01-02 12:26:00,204.845,204.845,204.69,204.6932,106565.0
237,2015-01-02 12:27:00,204.7,204.73,204.61,204.62,283288.0
238,2015-01-02 12:28:00,204.63,204.65,204.59,204.59,115762.0
239,2015-01-02 12:29:00,204.59,204.61,204.385,204.44,423364.0
240,2015-01-02 12:30:00,204.44,204.49,204.38,204.49,298926.0
241,2015-01-02 12:31:00,204.485,204.51,204.34,204.34,220276.0
242,2015-01-02 12:32:00,204.34,204.34,204.18,204.26,603084.0
243,2015-01-02 12:33:00,204.26,204.34,204.23,204.2969,206459.0
244,2015-01-02 12:34:00,204.2937,204.34,204.28,204.33,157696.0
245,2015-01-02 12:35:00,204.335,204.34,204.29,204.3264,76070.0
246,2015-01-02 12:36:00,204.32,204.46,204.315,204.46,91377.0
247,2015-01-02 12:37:00,204.4599,204.4726,204.4,204.43,117806.0
248,2015-01-02 12:38:00,204.43,204.43,204.37,204.38,115293.0
249,2015-01-02 12:39:00,204.38,204.41,204.36,204.39,65160.0
250,2015-01-02 12:40:00,204.39,204.42,204.32,204.33,124123.0
251,2015-01-02 12:41:00,204.33,204.37,204.32,204.35,191995.0
252,2015-01-02 12:42:00,204.35,204.47,204.33,204.47,150353.0
253,2015-01-02 12:43:00,204.47,204.47,204.375,204.4,76547.0
254,2015-01-02 12:44:00,204.39,204.42,204.33,204.375,36391.0
255,2015-01-02 12:45:00,204.3749,204.41,204.315,204.4,184630.0
256,2015-01-02 12:46:00,204.4,204.44,204.38,204.44,85946.0
257,2015-01-02 12:47:00,204.44,204.46,204.35,204.46,173356.0
258,2015-01-02 12:48:00,204.46,204.48,204.385,204.39,137449.0
259,2015-01-02 12:49:00,204.4,204.415,204.3701,204.4,45973.0
260,2015-01-02 12:50:00,204.409,204.409,204.3,204.31,150865.0
261,2015-01-02 12:51:00,204.315,204.36,204.31,204.33,82471.0
262,2015-01-02 12:52:00,204.33,204.47,204.325,204.45,94176.0
263,2015-01-02 12:53:00,204.46,204.5961,204.44,204.59,439936.0
264,2015-01-02 12:54:00,204.59,204.79,204.575,204.6801,585048.0
265,2015-01-02 12:55:00,204.68,204.73,204.66,204.69,203521.0
266,2015-01-02 12:56:00,204.6862,204.71,204.65,204.69,116325.0
267,2015-01-02 12:57:00,204.69,204.75,204.68,204.73,117974.0
268,2015-01-02 12:58:00,204.71,204.71,204.61,204.63,184039.0
269,2015-01-02 12:59:00,204.635,204.6395,204.56,204.595,91334.0
270,2015-01-02 13:00:00,204.59,204.65,204.57,204.63,99362.0
271,2015-01-02 13:01:00,204.64,204.68,204.61,204.64,177817.0
272,2015-01-02 13:02:00,204.64,204.77,204.62,204.74,334460.0
273,2015-01-02 13:03:00,204.7468,204.76,204.69,204.72,114108.0
274,2015-01-02 13:04:00,204.73,204.73,204.62,204.64,95803.0
275,2015-01-02 13:05:00,204.635,204.65,204.57,204.57,190464.0
276,2015-01-02 13:06:00,204.575,204.65,204.55,204.64,138554.0
277,2015-01-02 13:07:00,204.635,204.73,204.59,204.73,180436.0
278,2015-01-02 13:08:00,204.73,204.93,204.73,204.9168,399193.0
279,2015-01-02 13:09:00,204.91,204.92,204.85,204.9,209439.0
280,2015-01-02 13:10:00,204.9,205.03,204.9,205.0,214194.0
281,2015-01-02 13:11:00,205.0,205.02,204.91,204.955,146226.0
282,2015-01-02 13:12:00,204.95,205.03,204.94,205.025,63072.0
283,2015-01-02 13:13:00,205.025,205.03,204.96,204.98,162098.0
284,2015-01-02 13:14:00,204.98,204.9861,204.9,204.91,93259.0
285,2015-01-02 13:15:00,204.91,204.92,204.81,204.84,183963.0
286,2015-01-02 13:16:00,204.849,204.85,204.75,204.76,143423.0
287,2015-01-02 13:17:00,204.77,204.81,204.755,204.79,97983.0
288,2015-01-02 13:18:00,204.79,204.85,204.775,204.835,129986.0
289,2015-01-02 13:19:00,204.84,204.855,204.75,204.779,165875.0
290,2015-01-02 13:20:00,204.77,204.83,204.77,204.8,79615.0
291,2015-01-02 13:21:00,204.805,204.84,204.78,204.79,108304.0
292,2015-01-02 13:22:00,204.79,204.85,204.78,204.82,110247.0
293,2015-01-02 13:23:00,204.82,204.831,204.78,204.791,29632.0
294,2015-01-02 13:24:00,204.8,204.96,204.8,204.95,181298.0
295,2015-01-02 13:25:00,204.96,205.09,204.96,205.07,258908.0
296,2015-01-02 13:26:00,205.075,205.18,205.075,205.17,235178.0
297,2015-01-02 13:27:00,205.17,205.19,205.11,205.12,109319.0
298,2015-01-02 13:28:00,205.12,205.13,205.01,205.01,132001.0
299,2015-01-02 13:29:00,205.01,205.01,204.94,204.94,114098.0
300,2015-01-02 13:30:00,204.95,204.98,204.92,204.93,122674.0
301,2015-01-02 13:31:00,204.925,204.926,204.85,204.895,154516.0
302,2015-01-02 13:32:00,204.9,204.94,204.895,204.925,56318.0
303,2015-01-02 13:33:00,204.93,204.93,204.84,204.84,107271.0
304,2015-01-02 13:34:00,204.845,204.93,204.84,204.875,45673.0
305,2015-01-02 13:35:00,204.875,205.07,204.87,205.06,124563.0
306,2015-01-02 13:36:00,205.07,205.13,205.04,205.11,165909.0
307,2015-01-02 13:37:00,205.11,205.12,205.07,205.095,88260.0
308,2015-01-02 13:38:00,205.095,205.12,205.0336,205.075,99302.0
309,2015-01-02 13:39:00,205.0701,205.16,205.07,205.1139,323346.0
310,2015-01-02 13:40:00,205.11,205.17,205.11,205.17,57735.0
311,2015-01-02 13:41:00,205.17,205.24,205.16,205.23,241838.0
312,2015-01-02 13:42:00,205.23,205.28,205.13,205.13,165527.0
313,2015-01-02 13:43:00,205.1335,205.15,205.07,205.09,124254.0
314,2015-01-02 13:44:00,205.09,205.18,205.075,205.16,123043.0
315,2015-01-02 13:45:00,205.16,205.2,205.09,205.14,311198.0
316,2015-01-02 13:46:00,205.14,205.14,205.08,205.1,148206.0
317,2015-01-02 13:47:00,205.1051,205.14,205.05,205.06,98290.0
318,2015-01-02 13:48:00,205.05,205.08,205.02,205.07,138177.0
319,2015-01-02 13:49:00,205.07,205.22,205.05,205.2,239245.0
320,2015-01-02 13:50:00,205.2,205.24,205.18,205.22,259922.0
321,2015-01-02 13:51:00,205.2076,205.3,205.2,205.3,238326.0
322,2015-01-02 13:52:00,205.3,205.33,205.17,205.19,216285.0
323,2015-01-02 13:53:00,205.17,205.22,205.14,205.21,109316.0
324,2015-01-02 13:54:00,205.21,205.21,205.155,205.195,40353.0
325,2015-01-02 13:55:00,205.195,205.24,205.19,205.23,86326.0
326,2015-01-02 13:56:00,205.23,205.24,205.19,205.24,66327.0
327,2015-01-02 13:57:00,205.23,205.26,205.19,205.25,166691.0
328,2015-01-02 13:58:00,205.25,205.25,205.085,205.09,151683.0
329,2015-01-02 13:59:00,205.09,205.12,205.0,205.0561,189584.0
330,2015-01-02 14:00:00,205.06,205.12,205.035,205.08,153308.0
331,2015-01-02 14:01:00,205.07,205.07,204.91,204.96,252469.0
332,2015-01-02 14:02:00,204.95,205.01,204.9332,204.99,174656.0
333,2015-01-02 14:03:00,204.99,205.08,204.97,205.04,102788.0
334,2015-01-02 14:04:00,205.03,205.04,204.95,204.96,129393.0
335,2015-01-02 14:05:00,204.95,205.09,204.92,205.06,317259.0
336,2015-01-02 14:06:00,205.06,205.07,204.99,204.99,102229.0
337,2015-01-02 14:07:00,204.98,205.06,204.97,205.04,109861.0
338,2015-01-02 14:08:00,205.0334,205.09,205.03,205.07,126575.0
339,2015-01-02 14:09:00,205.07,205.076,205.0,205.01,58485.0
340,2015-01-02 14:10:00,205.01,205.01,204.77,204.78,236354.0
341,2015-01-02 14:11:00,204.775,204.8064,204.65,204.72,397344.0
342,2015-01-02 14:12:00,204.725,204.829,204.63,204.71,426361.0
343,2015-01-02 14:13:00,204.72,204.761,204.69,204.73,211504.0
344,2015-01-02 14:14:00,204.72,204.81,204.69,204.77,266094.0
345,2015-01-02 14:15:00,204.77,204.94,204.77,204.94,280567.0
346,2015-01-02 14:16:00,204.94,204.95,204.86,204.915,177182.0
347,2015-01-02 14:17:00,204.915,204.95,204.79,204.795,100258.0
348,2015-01-02 14:18:00,204.8,204.9,204.795,204.85,110427.0
349,2015-01-02 14:19:00,204.84,204.86,204.75,204.86,237762.0
350,2015-01-02 14:20:00,204.87,205.07,204.85,205.01,240621.0
351,2015-01-02 14:21:00,205.0101,205.05,204.97,204.97,132255.0
352,2015-01-02 14:22:00,204.9643,205.0,204.96,204.99,48204.0
353,2015-01-02 14:23:00,204.99,205.11,204.984,205.04,177510.0
354,2015-01-02 14:24:00,205.04,205.16,205.03,205.14,317339.0
355,2015-01-02 14:25:00,205.13,205.21,205.13,205.184,126516.0
356,2015-01-02 14:26:00,205.18,205.185,205.07,205.12,156907.0
357,2015-01-02 14:27:00,205.12,205.151,205.0932,205.13,126503.0
358,2015-01-02 14:28:00,205.12,205.13,205.05,205.075,98181.0
359,2015-01-02 14:29:00,205.07,205.145,205.06,205.14,64673.0
360,2015-01-02 14:30:00,205.135,205.17,205.1,205.14,156970.0
361,2015-01-02 14:31:00,205.14,205.15,205.1,205.12,108390.0
362,2015-01-02 14:32:00,205.13,205.2,205.11,205.11,239231.0
363,2015-01-02 14:33:00,205.11,205.19,205.09,205.1801,195773.0
364,2015-01-02 14:34:00,205.18,205.23,205.16,205.17,156603.0
365,2015-01-02 14:35:00,205.16,205.1643,205.1,205.1,157418.0
366,2015-01-02 14:36:00,205.11,205.195,205.09,205.195,157957.0
367,2015-01-02 14:37:00,205.195,205.38,205.19,205.23,377527.0
368,2015-01-02 14:38:00,205.23,205.29,205.2,205.25,302676.0
369,2015-01-02 14:39:00,205.26,205.26,205.23,205.244,137438.0
370,2015-01-02 14:40:00,205.25,205.3299,205.25,205.29,345348.0
371,2015-01-02 14:41:00,205.29,205.38,205.29,205.37,369443.0
372,2015-01-02 14:42:00,205.37,205.55,205.365,205.5266,657669.0
373,2015-01-02 14:43:00,205.54,205.55,205.46,205.52,635214.0
374,2015-01-02 14:44:00,205.527,205.53,205.43,205.47,499682.0
375,2015-01-02 14:45:00,205.47,205.76,205.47,205.71,1042455.0
376,2015-01-02 14:46:00,205.7,205.72,205.61,205.71,383308.0
377,2015-01-02 14:47:00,205.7,205.72,205.605,205.66,350973.0
378,2015-01-02 14:48:00,205.67,205.75,205.64,205.73,413591.0
379,2015-01-02 14:49:00,205.73,205.8,205.72,205.79,353693.0
380,2015-01-02 14:50:00,205.79,205.875,205.78,205.84,663997.0
381,2015-01-02 14:51:00,205.85,205.88,205.73,205.74,376364.0
382,2015-01-02 14:52:00,205.74,205.75,205.64,205.67,271230.0
383,2015-01-02 14:53:00,205.67,205.79,205.63,205.736,335489.0
384,2015-01-02 14:54:00,205.74,205.74,205.615,205.64,307698.0
