,open,high,low,close,volume,ticker,close_1,true_close_1,buy_profit,sell_profit
2021-05-18 16:58:00,126.30500030517578,126.30500030517578,126.19000244140625,126.19000244140625,247117.0,AAPL,126.25495,126.2699966430664,0.06494903564453125,0.0
2021-05-18 17:06:00,126.20999908447266,126.23999786376953,126.19999694824219,126.2249984741211,59071.0,AAPL,126.22589,126.15650177001955,0.0,-0.00089263916015625
2021-05-18 17:07:00,126.22470092773438,126.25080108642578,126.13999938964844,126.15650177001953,147579.0,AAPL,126.195366,126.20999908447266,0.0388641357421875,0.0
2021-05-18 17:09:00,126.21499633789062,126.22000122070312,126.16999816894531,126.19499969482422,54090.0,AAPL,126.18791,126.16999816894531,0.0,0.00708770751953125
2021-05-18 17:11:00,126.16999816894531,126.19999694824219,126.1500015258789,126.1792984008789,71184.0,AAPL,126.17193,126.19999694824219,-0.0073699951171875,0.0
2021-05-18 17:15:00,126.19149780273438,126.2300033569336,126.17009735107422,126.19819641113281,56917.0,AAPL,126.18724,126.12999725341795,0.0,0.010955810546875
2021-05-18 17:21:00,126.14749908447266,126.20999908447266,126.14179992675781,126.18099975585938,76823.0,AAPL,126.14209,126.22470092773438,-0.038909912109375,0.0
2021-05-18 17:24:00,126.23320007324219,126.25,126.16999816894531,126.1875,81134.0,AAPL,126.177444,126.2198028564453,-0.0100555419921875,0.0
2021-05-18 17:26:00,126.21009826660156,126.29000091552734,126.21009826660156,126.24500274658203,87569.0,AAPL,126.19707,126.26499938964845,-0.04793548583984375,0.0
2021-05-18 17:28:00,126.2699966430664,126.27999877929688,126.23999786376953,126.24500274658203,51426.0,AAPL,126.22219,126.31500244140625,-0.0228118896484375,0.0
2021-05-18 17:30:00,126.30999755859375,126.36000061035156,126.29499816894531,126.33000183105469,122118.0,AAPL,126.25742,126.30999755859375,0.0,0.07257843017578125
2021-05-18 17:34:00,126.36499786376953,126.36499786376953,126.33999633789062,126.3427963256836,44334.0,AAPL,126.304535,126.28500366210939,0.0,0.03826141357421875
2021-05-18 17:35:00,126.34500122070312,126.3499984741211,126.28019714355469,126.28500366210938,70800.0,AAPL,126.2914,126.26000213623047,0.0,-0.0063934326171875
2021-05-18 17:36:00,126.28829956054688,126.29730224609375,126.26000213623047,126.26000213623047,85803.0,AAPL,126.27422,126.22989654541017,0.0,-0.01422119140625
2021-05-18 17:37:00,126.25990295410156,126.27999877929688,126.22010040283203,126.22989654541016,74679.0,AAPL,126.25542,126.22010040283203,0.0,-0.02552032470703125
2021-05-18 17:48:00,126.19999694824219,126.19999694824219,126.1050033569336,126.11000061035156,109693.0,AAPL,126.14782,126.06009674072266,0.0,-0.03781890869140625
2021-05-18 17:49:00,126.11000061035156,126.11499786376953,126.0199966430664,126.06009674072266,204649.0,AAPL,126.10464,126.08300018310548,0.0445404052734375,0.0
2021-05-18 17:53:00,126.0999984741211,126.0999984741211,126.05220031738281,126.08499908447266,77474.0,AAPL,126.084236,126.08000183105467,0.0,0.000762939453125
2021-05-18 17:58:00,126.05500030517578,126.08000183105469,126.03500366210938,126.07990264892578,88375.0,AAPL,126.05061,126.04000091552736,0.0,0.02928924560546875
2021-05-18 18:00:00,126.02999877929688,126.05999755859375,126.0199966430664,126.0250015258789,81629.0,AAPL,126.035576,126.05999755859374,0.0105743408203125,0.0
2021-05-18 18:02:00,126.05999755859375,126.05999755859375,125.9800033569336,125.99600219726562,233656.0,AAPL,126.01302,125.97129821777342,0.0,-0.01702117919921875
2021-05-18 18:03:00,125.99089813232422,126.01789855957031,125.94999694824219,125.97129821777344,90067.0,AAPL,125.99718,125.9749984741211,0.02587890625,0.0
2021-05-18 18:07:00,126.04000091552734,126.06999969482422,126.0199966430664,126.05999755859375,78867.0,AAPL,126.01531,126.04499816894531,0.0,0.04468536376953125
2021-05-18 18:12:00,126.01000213623047,126.08999633789062,126.01000213623047,126.08000183105469,61749.0,AAPL,126.02207,126.0999984741211,-0.05792999267578125,0.0
2021-05-18 18:16:00,126.08149719238281,126.13999938964844,126.08149719238281,126.08999633789062,80812.0,AAPL,126.07251,126.0528030395508,0.0,0.017486572265625
2021-05-18 18:18:00,126.05500030517578,126.08999633789062,126.05000305175781,126.06999969482422,71098.0,AAPL,126.0642,126.04499816894531,0.0,0.00579833984375
2021-05-18 18:19:00,126.06999969482422,126.06999969482422,126.0199966430664,126.04499816894531,100182.0,AAPL,126.052635,126.08999633789064,0.00763702392578125,0.0
2021-05-18 18:21:00,126.0999984741211,126.0999984741211,126.0199966430664,126.08999633789062,95134.0,AAPL,126.06605,126.02989959716797,0.0,0.02394866943359375
2021-05-18 18:22:00,126.08999633789062,126.08999633789062,126.01100158691406,126.02989959716797,69071.0,AAPL,126.05558,125.94499969482422,0.0,-0.0256805419921875
2021-05-18 18:24:00,125.94499969482422,125.9749984741211,125.94000244140625,125.95500183105469,101685.0,AAPL,125.995094,125.9499969482422,0.0,-0.04009246826171875
2021-05-18 18:26:00,125.95500183105469,125.99500274658203,125.9530029296875,125.95999908447266,64034.0,AAPL,125.979324,125.97570037841798,0.01932525634765625,0.0
2021-05-18 18:34:00,125.80500030517578,125.83989715576172,125.65499877929688,125.65499877929688,175767.0,AAPL,125.80091,125.73500061035156,0.14591217041015625,0.0
2021-05-18 18:35:00,125.66000366210938,125.73999786376953,125.6050033569336,125.73500061035156,208048.0,AAPL,125.75267,125.66999816894533,0.0,-0.017669677734375
2021-05-18 18:37:00,125.66500091552734,125.66500091552734,125.5625991821289,125.5999984741211,293976.0,AAPL,125.66549,125.6175994873047,0.06549072265625,0.0
2021-05-18 18:41:00,125.56999969482422,125.56999969482422,125.43080139160156,125.4800033569336,255484.0,AAPL,125.526,125.4749984741211,0.0,-0.04599761962890625
2021-05-18 18:47:00,125.46499633789062,125.4749984741211,125.37999725341797,125.40499877929688,95401.0,AAPL,125.394005,125.47000122070311,-0.01099395751953125,0.0
2021-05-18 18:49:00,125.46499633789062,125.48999786376953,125.40290069580078,125.48999786376953,131855.0,AAPL,125.40949,125.55000305175781,-0.08050537109375,0.0
2021-05-18 18:50:00,125.48999786376953,125.55000305175781,125.43000030517578,125.55000305175781,143810.0,AAPL,125.440475,125.51989746093749,0.0,0.109527587890625
2021-05-18 18:51:00,125.54000091552734,125.55989837646484,125.50479888916016,125.5198974609375,110873.0,AAPL,125.46501,125.52020263671874,-0.0548858642578125,0.0
2021-05-18 18:57:00,125.62989807128906,125.62989807128906,125.58000183105469,125.62000274658203,63789.0,AAPL,125.594765,125.57990264892578,0.0,0.025238037109375
2021-05-18 18:58:00,125.62000274658203,125.62000274658203,125.56099700927734,125.57990264892578,68071.0,AAPL,125.59552,125.63819885253906,0.01561737060546875,0.0
2021-05-18 18:59:00,125.56999969482422,125.63999938964844,125.55000305175781,125.63819885253906,64471.0,AAPL,125.61048,125.65499877929689,-0.02771759033203125,0.0
2021-05-18 19:01:00,125.65989685058594,125.65989685058594,125.58999633789062,125.61499786376953,82378.0,AAPL,125.640045,125.61000061035156,0.0,-0.02504730224609375
2021-05-18 19:06:00,125.6427993774414,125.68000030517578,125.64009857177734,125.6698989868164,52303.0,AAPL,125.69068,125.6449966430664,0.0,-0.020782470703125
2021-05-18 19:07:00,125.66000366210938,125.67500305175781,125.625,125.6449966430664,70919.0,AAPL,125.685776,125.66000366210936,0.04077911376953125,0.0
2021-05-18 19:08:00,125.6500015258789,125.68000030517578,125.62999725341797,125.66000366210938,70928.0,AAPL,125.68812,125.70999908447264,0.02811431884765625,0.0
2021-05-18 19:10:00,125.70999908447266,125.73999786376953,125.63999938964844,125.6449966430664,163975.0,AAPL,125.701836,125.62499999999999,0.0,-0.0568389892578125
2021-05-18 19:12:00,125.625,125.66999816894531,125.61000061035156,125.66000366210938,66785.0,AAPL,125.68146,125.62499999999999,0.0,-0.021453857421875
2021-05-18 19:16:00,125.59500122070312,125.63999938964844,125.58499908447266,125.627197265625,86820.0,AAPL,125.64072,125.63500213623047,0.013519287109375,0.0
2021-05-18 19:19:00,125.62999725341797,125.66000366210938,125.61000061035156,125.6500015258789,88897.0,AAPL,125.65435,125.61180114746095,0.0,-0.0043487548828125
2021-05-18 19:28:00,125.52999877929688,125.56500244140625,125.51000213623047,125.55010223388672,97294.0,AAPL,125.559,125.54209899902342,0.0,-0.0088958740234375
2021-05-18 19:31:00,125.61009979248047,125.7699966430664,125.61009979248047,125.7384033203125,223058.0,AAPL,125.63664,125.74500274658205,-0.1017608642578125,0.0
2021-05-18 19:32:00,125.73500061035156,125.76000213623047,125.69000244140625,125.74500274658203,123587.0,AAPL,125.685234,125.72000122070312,0.0,0.0597686767578125
2021-05-18 19:35:00,125.69999694824219,125.7300033569336,125.68000030517578,125.68499755859375,79955.0,AAPL,125.7055,125.69999694824219,0.02050018310546875,0.0
2021-05-18 19:38:00,125.6500015258789,125.70999908447266,125.62000274658203,125.69170379638672,136685.0,AAPL,125.694626,125.65499877929689,0.0,-0.00292205810546875
2021-05-18 19:42:00,125.77999877929688,125.78500366210938,125.72000122070312,125.7300033569336,107232.0,AAPL,125.74908,125.73500061035156,0.019073486328125,0.0
2021-05-18 19:49:00,125.41999816894531,125.43699645996094,125.35099792480469,125.4000015258789,342007.0,AAPL,125.480225,125.27390289306639,0.0,-0.08022308349609375
2021-05-18 19:52:00,125.34500122070312,125.3499984741211,125.22000122070312,125.24500274658203,326739.0,AAPL,125.3142,125.16000366210938,0.0,-0.0691986083984375
2021-05-18 19:57:00,125.0199966430664,125.02999877929688,124.93000030517578,124.93000030517578,449943.0,AAPL,124.950165,124.98000335693358,0.02016448974609375,0.0
2021-05-18 19:58:00,124.93000030517578,125.02999877929688,124.91999816894531,124.9800033569336,642254.0,AAPL,124.9185,124.8499984741211,0.0,0.06150054931640625
2021-05-19 13:31:00,123.44000244140625,123.87809753417969,123.44000244140625,123.77999877929688,605638.0,AAPL,123.55035,123.76000213623045,0.0,0.22965240478515625
2021-05-19 13:33:00,123.75,123.98999786376953,123.66999816894531,123.9000015258789,445365.0,AAPL,123.827065,123.84020233154297,0.0,0.07293701171875
2021-05-19 13:40:00,123.3949966430664,123.47000122070312,123.19999694824219,123.2699966430664,426276.0,AAPL,123.182594,123.26550292968751,0.0,0.08740234375
2021-05-19 13:56:00,123.45680236816406,123.7300033569336,123.37000274658203,123.7300033569336,323419.0,AAPL,123.70266,123.58499908447264,0.0,0.02734375
2021-05-19 14:00:00,123.3499984741211,123.5999984741211,123.29000091552734,123.4000015258789,315219.0,AAPL,123.52931,123.26010131835938,0.0,-0.12931060791015625
2021-05-19 14:01:00,123.4000015258789,123.44999694824219,123.22000122070312,123.26010131835938,306388.0,AAPL,123.540955,123.15499877929688,0.0,-0.280853271484375
2021-05-19 14:03:00,123.1500015258789,123.24559783935547,123.12999725341797,123.16500091552734,225100.0,AAPL,123.41257,123.16000366210938,0.0,-0.24756622314453125
2021-05-19 14:04:00,123.16999816894531,123.27999877929688,123.1500015258789,123.16000366210938,287071.0,AAPL,123.46509,123.2081985473633,0.305084228515625,0.0
2021-05-19 14:08:00,123.33999633789062,123.38999938964844,123.30000305175781,123.32499694824219,166223.0,AAPL,123.553795,123.45010375976562,0.22879791259765625,0.0
2021-05-19 14:09:00,123.32499694824219,123.54000091552734,123.3124008178711,123.45010375976562,280459.0,AAPL,123.59562,123.58000183105469,0.14551544189453125,0.0
2021-05-19 14:14:00,123.5636978149414,123.69000244140625,123.54499816894531,123.5999984741211,224590.0,AAPL,123.65499,123.49500274658205,0.0,-0.05499267578125
2021-05-19 14:15:00,123.58999633789062,123.6050033569336,123.38999938964844,123.49500274658203,289982.0,AAPL,123.60354,123.36000061035155,0.0,-0.1085357666015625
2021-05-19 14:20:00,123.75499725341797,123.79789733886719,123.58999633789062,123.60530090332031,255712.0,AAPL,123.85113,123.5530014038086,0.0,-0.24582672119140625
2021-05-19 14:27:00,123.7699966430664,123.8499984741211,123.7300033569336,123.77999877929688,222464.0,AAPL,123.96698,123.69999694824219,0.0,-0.186981201171875
2021-05-19 14:29:00,123.69000244140625,123.80000305175781,123.6500015258789,123.76000213623047,222189.0,AAPL,123.83996,123.875,0.0799560546875,0.0
2021-05-19 14:34:00,123.74089813232422,123.7699966430664,123.6500015258789,123.69999694824219,185166.0,AAPL,123.7151,123.7699966430664,0.015106201171875,0.0
2021-05-19 14:37:00,123.70500183105469,123.73989868164062,123.66000366210938,123.7249984741211,189608.0,AAPL,123.78781,123.55020141601561,0.0,-0.06281280517578125
2021-05-19 14:41:00,123.5199966430664,123.58999633789062,123.45999908447266,123.54499816894531,200594.0,AAPL,123.68568,123.54000091552734,0.0,-0.14067840576171875
2021-05-19 14:48:00,123.76000213623047,123.8550033569336,123.7300033569336,123.82499694824219,199871.0,AAPL,123.87535,123.75700378417969,0.0,-0.05035400390625
2021-05-19 14:56:00,123.87999725341797,123.91000366210938,123.7699966430664,123.79000091552734,144157.0,AAPL,123.882355,123.77500152587892,0.0,-0.09235382080078125
2021-05-19 14:57:00,123.79989624023438,123.80999755859375,123.72989654541016,123.7750015258789,141110.0,AAPL,123.839386,123.7300033569336,0.0,-0.06438446044921875
2021-05-19 15:00:00,123.62000274658203,123.6500015258789,123.51010131835938,123.55000305175781,203511.0,AAPL,123.706055,123.59850311279297,0.1560516357421875,0.0
2021-05-19 15:01:00,123.55010223388672,123.59850311279297,123.47010040283203,123.59850311279297,244499.0,AAPL,123.71352,123.49500274658205,0.0,-0.11501312255859375
2021-05-19 15:02:00,123.5999984741211,123.625,123.47000122070312,123.49500274658203,185665.0,AAPL,123.733,123.42739868164064,0.0,-0.23799896240234375
2021-05-19 15:06:00,123.41999816894531,123.44000244140625,123.30999755859375,123.41500091552734,226164.0,AAPL,123.69026,123.4749984741211,0.27526092529296875,0.0
2021-05-19 15:16:00,123.8550033569336,123.87999725341797,123.76000213623047,123.7750015258789,170486.0,AAPL,123.79941,123.79010009765626,0.02440643310546875,0.0
2021-05-19 15:19:00,123.74299621582031,123.87000274658203,123.73989868164062,123.73989868164062,141845.0,AAPL,123.76393,123.92520141601562,0.0240325927734375,0.0
2021-05-19 15:20:00,123.73999786376953,123.93000030517578,123.7300033569336,123.92520141601562,157569.0,AAPL,123.8631,123.94000244140625,-0.062103271484375,0.0
2021-05-19 15:21:00,123.9291000366211,123.95999908447266,123.83999633789062,123.94000244140625,199860.0,AAPL,123.95913,124.05999755859375,0.01912689208984375,0.0
2021-05-19 15:22:00,123.94000244140625,124.05999755859375,123.91999816894531,124.05999755859375,352264.0,AAPL,124.061325,124.05000305175781,0.0,-0.0013275146484375
2021-05-19 15:32:00,123.73500061035156,123.75,123.65750122070312,123.72000122070312,119594.0,AAPL,123.850975,123.72000122070312,0.0,0.0
2021-05-19 15:33:00,123.72000122070312,123.7697982788086,123.69999694824219,123.72000122070312,148711.0,AAPL,123.87093,123.60500335693358,0.0,-0.15093231201171875
2021-05-19 15:35:00,123.61000061035156,123.6884994506836,123.56999969482422,123.68000030517578,145033.0,AAPL,123.75683,123.6500015258789,0.0,-0.0768280029296875
2021-05-19 15:43:00,123.61160278320312,123.68699645996094,123.5999984741211,123.66999816894531,101005.0,AAPL,123.6664,123.73999786376955,-0.00360107421875,0.0
2021-05-19 15:44:00,123.66999816894531,123.76000213623047,123.63999938964844,123.73999786376953,134385.0,AAPL,123.7572,123.6750030517578,0.0,-0.01720428466796875
2021-05-19 15:47:00,123.66000366210938,123.7699966430664,123.65689849853516,123.68000030517578,117946.0,AAPL,123.75042,123.6449966430664,0.0,-0.0704193115234375
2021-05-19 15:48:00,123.68000030517578,123.70500183105469,123.59500122070312,123.6449966430664,104866.0,AAPL,123.74085,123.66000366210936,0.095855712890625,0.0
2021-05-19 15:52:00,123.69999694824219,123.73999786376953,123.68000030517578,123.69000244140625,126423.0,AAPL,123.83945,123.55000305175783,0.0,-0.149444580078125
2021-05-19 15:53:00,123.69000244140625,123.69000244140625,123.55000305175781,123.55000305175781,227310.0,AAPL,123.77004,123.61009979248047,0.22003936767578125,0.0
2021-05-19 15:54:00,123.56999969482422,123.63999938964844,123.55449676513672,123.61009979248047,116927.0,AAPL,123.73254,123.65499877929686,0.1224365234375,0.0
2021-05-19 15:55:00,123.61499786376953,123.69999694824219,123.58000183105469,123.65499877929688,192901.0,AAPL,123.79062,123.87999725341795,0.1356201171875,0.0
2021-05-19 16:04:00,123.77999877929688,123.875,123.73999786376953,123.86499786376953,107403.0,AAPL,123.885544,123.80999755859374,0.0,-0.02054595947265625
2021-05-19 16:06:00,123.80999755859375,123.86000061035156,123.76000213623047,123.86000061035156,125485.0,AAPL,123.903366,123.91000366210938,0.043365478515625,0.0
2021-05-19 16:07:00,123.86000061035156,123.91999816894531,123.81999969482422,123.91000366210938,178667.0,AAPL,123.940796,123.94000244140625,0.030792236328125,0.0
2021-05-19 16:20:00,124.08999633789062,124.11000061035156,124.0199966430664,124.02880096435547,123671.0,AAPL,124.09151,124.02999877929688,0.06270599365234375,0.0
2021-05-19 16:24:00,124.16449737548828,124.21499633789062,124.1488037109375,124.19999694824219,94742.0,AAPL,124.22918,124.18099975585936,0.0,-0.02918243408203125
2021-05-19 16:31:00,124.1698989868164,124.2300033569336,124.1698989868164,124.18000030517578,166708.0,AAPL,124.22635,124.23000335693361,0.04634857177734375,0.0
2021-05-19 16:32:00,124.16999816894531,124.25,124.16000366210938,124.2300033569336,110196.0,AAPL,124.2555,124.1449966430664,0.0,-0.0254974365234375
2021-05-19 16:33:00,124.23999786376953,124.25,124.13999938964844,124.1449966430664,137992.0,AAPL,124.23142,124.12000274658203,0.0,-0.08642578125
2021-05-19 16:40:00,124.06500244140625,124.08999633789062,124.02010345458984,124.07009887695312,96921.0,AAPL,124.12474,123.97000122070311,0.0,-0.0546417236328125
2021-05-19 16:41:00,124.06500244140625,124.06999969482422,123.95999908447266,123.97000122070312,123411.0,AAPL,124.07997,124.05999755859375,0.1099700927734375,0.0
2021-05-19 16:42:00,123.97000122070312,124.06999969482422,123.97000122070312,124.05999755859375,81374.0,AAPL,124.0742,124.13999938964845,0.0142059326171875,0.0
2021-05-19 16:46:00,124.0,124.00370025634766,123.87000274658203,123.9800033569336,112497.0,AAPL,124.02043,123.91000366210938,0.0,-0.04042816162109375
2021-05-19 16:50:00,123.92990112304688,123.93000030517578,123.86000061035156,123.86499786376953,116000.0,AAPL,123.980804,123.8499984741211,0.0,-0.11580657958984375
2021-05-19 16:56:00,124.0083999633789,124.08499908447266,123.95999908447266,124.06990051269531,117157.0,AAPL,124.10045,124.05999755859375,0.0,-0.030548095703125
2021-05-19 16:57:00,124.05999755859375,124.08499908447266,124.01499938964844,124.05999755859375,95227.0,AAPL,124.12412,123.95999908447266,0.0,-0.06412506103515625
2021-05-19 17:08:00,124.37920379638672,124.38009643554688,124.33000183105469,124.33999633789062,130173.0,AAPL,124.41834,124.33840179443361,0.0,-0.07834625244140625
2021-05-19 17:11:00,124.36000061035156,124.38999938964844,124.33999633789062,124.38999938964844,77128.0,AAPL,124.41751,124.4199981689453,0.0275115966796875,0.0
2021-05-19 17:12:00,124.38500213623047,124.4375,124.36000061035156,124.41999816894531,130882.0,AAPL,124.4526,124.39679718017577,0.0,-0.03260040283203125
2021-05-19 17:13:00,124.42500305175781,124.43900299072266,124.37999725341797,124.39679718017578,116504.0,AAPL,124.46221,124.33889770507812,0.0,-0.0654144287109375
2021-05-19 17:15:00,124.33999633789062,124.38279724121094,124.30999755859375,124.3499984741211,139841.0,AAPL,124.398026,124.33999633789062,0.0,-0.04802703857421875
2021-05-19 17:20:00,124.28500366210938,124.31999969482422,124.27100372314453,124.28500366210938,55281.0,AAPL,124.329575,124.21849822998047,0.0,-0.0445709228515625
2021-05-19 17:21:00,124.29000091552734,124.30999755859375,124.20999908447266,124.21849822998047,86369.0,AAPL,124.29803,124.20999908447267,0.0,-0.07952880859375
2021-05-19 17:22:00,124.21499633789062,124.24819946289062,124.19000244140625,124.20999908447266,91700.0,AAPL,124.258095,124.23999786376953,0.048095703125,0.0
2021-05-19 17:28:00,124.18000030517578,124.19879913330078,124.13999938964844,124.1500015258789,47977.0,AAPL,124.21515,124.2500991821289,0.06514739990234375,0.0
2021-05-19 17:32:00,124.1500015258789,124.18000030517578,124.12680053710938,124.14700317382812,84660.0,AAPL,124.205315,124.11000061035155,0.0,-0.05831146240234375
2021-05-19 17:36:00,124.07499694824219,124.08499908447266,123.97000122070312,124.01000213623047,238224.0,AAPL,124.1164,124.02999877929688,0.1063995361328125,0.0
2021-05-19 17:39:00,124.06220245361328,124.13500213623047,124.06099700927734,124.08499908447266,100663.0,AAPL,124.17536,124.04399871826172,0.0,-0.090362548828125
2021-05-19 17:40:00,124.08999633789062,124.09989929199219,124.02999877929688,124.04399871826172,106811.0,AAPL,124.15971,124.01260375976562,0.0,-0.11571502685546875
2021-05-19 17:43:00,124.02999877929688,124.04000091552734,124.0,124.02999877929688,54270.0,AAPL,124.10001,124.08499908447266,0.07001495361328125,0.0
2021-05-19 17:44:00,124.02999877929688,124.0999984741211,124.00499725341797,124.08499908447266,88909.0,AAPL,124.13791,124.0801010131836,0.0,-0.05290985107421875
2021-05-19 17:46:00,124.08499908447266,124.12830352783203,124.05000305175781,124.12000274658203,102258.0,AAPL,124.181564,124.12000274658203,0.0,0.0
